State,Commodity,Price
tamil nadu,beans,7500.0
tamil nadu,coconut,5750.0
tamil nadu,carrot,4750.0
tamil nadu,snakeguard,2750.0
tamil nadu,onion,2750.0
tamil nadu,brinjal,3250.0
tamil nadu,sapota,3300.0
tamil nadu,tomato,1750.0
tamil nadu,onion,3250.0
tamil nadu,onion,2900.0
tamil nadu,coconut,6100.0
tamil nadu,carrot,4550.0
tamil nadu,banana,4350.0
tamil nadu,coriander leaves,4750.0
tamil nadu,sapota,2850.0
tamil nadu,bitter gourd,4750.0
tamil nadu,guava,5750.0
tamil nadu,banana,3750.0
tamil nadu,bottle gourd,1350.0
tamil nadu,ridge gourd,3750.0
tamil nadu,potato,2750.0
tamil nadu,bitter gourd,4750.0
tamil nadu,green chilli,4750.0
tamil nadu,snakeguard,2750.0
tamil nadu,beetroot,2750.0
tamil nadu,guava,4750.0
tamil nadu,potato,2250.0
tamil nadu,pumpkin,1800.0
tamil nadu,beans,7250.0
tamil nadu,cabbage,4050.0
tamil nadu,drumstick,3600.0
tamil nadu,onion,2750.0
tamil nadu,potato,3250.0
tamil nadu,green chilli,4250.0
tamil nadu,carrot,5250.0
tamil nadu,brinjal,4500.0
tamil nadu,tomato,2250.0
tamil nadu,coconut,5750.0
tamil nadu,snakeguard,3250.0
tamil nadu,mint,2750.0
tamil nadu,bottle gourd,2750.0
tamil nadu,ginger,6500.0
tamil nadu,sweet potato,4500.0
tamil nadu,snakeguard,3750.0
tamil nadu,cucumber,3750.0
tamil nadu,cauliflower,2500.0
tamil nadu,coriander leaves,4000.0
tamil nadu,bottle gourd,2500.0
tamil nadu,lemon,8500.0
tamil nadu,mint,2500.0
tamil nadu,bitter gourd,2750.0
tamil nadu,bottle gourd,3000.0
tamil nadu,pumpkin,2500.0
tamil nadu,ginger,7000.0
tamil nadu,banana,7500.0
tamil nadu,pineapple,2750.0
tamil nadu,coconut,5750.0
tamil nadu,cabbage,2250.0
tamil nadu,drumstick,5500.0
tamil nadu,mint,2750.0
tamil nadu,cauliflower,1750.0
tamil nadu,brinjal,4500.0
tamil nadu,sapota,3750.0
tamil nadu,papaya,3750.0
tamil nadu,water melon,1750.0
tamil nadu,groundnut,7500.0
tamil nadu,beans,7500.0
tamil nadu,coconut,5750.0
tamil nadu,cabbage,2250.0
tamil nadu,beetroot,3750.0
tamil nadu,ridge gourd,4500.0
tamil nadu,mint,2750.0
tamil nadu,maize,3250.0
tamil nadu,banana,4500.0
tamil nadu,coconut,5000.0
tamil nadu,cucumber,2750.0
tamil nadu,drumstick,4000.0
tamil nadu,mango,5000.0
tamil nadu,guava,6000.0
tamil nadu,onion,5000.0
tamil nadu,coriander leaves,3000.0
tamil nadu,sweet line,4000.0
tamil nadu,tomato,1450.0
tamil nadu,pumpkin,2000.0
tamil nadu,cauliflower,2850.0
tamil nadu,tomato,1650.0
tamil nadu,bottle gourd,1650.0
tamil nadu,ginger,6500.0
tamil nadu,cucumber,3750.0
tamil nadu,drumstick,2750.0
tamil nadu,mint,2000.0
tamil nadu,cauliflower,2500.0
tamil nadu,pumpkin,1750.0
tamil nadu,ginger,6500.0
tamil nadu,beetroot,3500.0
tamil nadu,mango,4500.0
tamil nadu,tomato,1750.0
tamil nadu,bitter gourd,5000.0
tamil nadu,green chilli,5000.0
tamil nadu,beans,8500.0
tamil nadu,ginger,7500.0
tamil nadu,cucumber,4750.0
tamil nadu,ridge gourd,4250.0
tamil nadu,mint,5750.0
tamil nadu,potato,3750.0
tamil nadu,ginger,6500.0
tamil nadu,carrot,4250.0
tamil nadu,beetroot,4250.0
tamil nadu,cucumber,3750.0
tamil nadu,drumstick,2750.0
tamil nadu,onion,2750.0
tamil nadu,papaya,2750.0
tamil nadu,tomato,2000.0
tamil nadu,ridge gourd,4750.0
tamil nadu,mint,2750.0
tamil nadu,banana,4500.0
tamil nadu,cauliflower,2750.0
tamil nadu,bottle gourd,1250.0
tamil nadu,coconut,2750.0
tamil nadu,brinjal,3000.0
tamil nadu,tomato,1500.0
tamil nadu,groundnut,6000.0
tamil nadu,bottle gourd,1500.0
tamil nadu,beans,6000.0
tamil nadu,ridge gourd,3000.0
tamil nadu,pumpkin,1500.0
tamil nadu,banana,2500.0
tamil nadu,snakeguard,2000.0
tamil nadu,beetroot,3000.0
tamil nadu,mango,6000.0
tamil nadu,lime,4000.0
tamil nadu,tomato,1500.0
tamil nadu,raddish,3500.0
tamil nadu,potato,3500.0
tamil nadu,coriander leaves,6000.0
tamil nadu,papaya,2000.0
tamil nadu,snakeguard,4000.0
tamil nadu,banana,4000.0
tamil nadu,sapota,4000.0
tamil nadu,green chilli,5000.0
tamil nadu,coconut,2750.0
tamil nadu,ridge gourd,4000.0
tamil nadu,green chilli,4750.0
tamil nadu,mango,6750.0
madhya pradesh,wheat,2300.0
madhya pradesh,gram,5020.0
tamil nadu,banana,3750.0
tamil nadu,cauliflower,3750.0
tamil nadu,bottle gourd,1400.0
tamil nadu,green chilli,4250.0
tamil nadu,banana,5750.0
tamil nadu,cucumber,1900.0
tamil nadu,raddish,3750.0
tamil nadu,lime,3750.0
madhya pradesh,rice,2000.0
tamil nadu,onion,2750.0
tamil nadu,bottle gourd,1750.0
tamil nadu,banana,2750.0
tamil nadu,snakeguard,2750.0
tamil nadu,ridge gourd,3750.0
tamil nadu,raddish,2250.0
madhya pradesh,wheat,1835.0
tamil nadu,banana,5000.0
tamil nadu,pineapple,6000.0
tamil nadu,green peas,4650.0
tamil nadu,sapota,3250.0
tamil nadu,banana,3000.0
tamil nadu,ginger,6500.0
tamil nadu,cabbage,1500.0
tamil nadu,raddish,1750.0
tamil nadu,guava,3750.0
tamil nadu,onion,3650.0
tamil nadu,cucumber,3750.0
tamil nadu,ridge gourd,3800.0
tamil nadu,raddish,2200.0
tamil nadu,mango,5500.0
tamil nadu,guava,5500.0
tamil nadu,muskmelon,3250.0
tamil nadu,onion,3200.0
madhya pradesh,wheat,2160.0
tamil nadu,potato,3000.0
tamil nadu,cauliflower,2250.0
tamil nadu,brinjal,1250.0
tamil nadu,bitter gourd,3250.0
tamil nadu,beans,6250.0
tamil nadu,ginger,7500.0
tamil nadu,coconut,4750.0
tamil nadu,snakeguard,2400.0
tamil nadu,raddish,1350.0
tamil nadu,guava,5750.0
tamil nadu,onion,2450.0
tamil nadu,potato,2400.0
tamil nadu,coriander leaves,3000.0
tamil nadu,papaya,3250.0
tamil nadu,tomato,1600.0
tamil nadu,bitter gourd,2600.0
tamil nadu,bottle gourd,900.0
tamil nadu,green chilli,3750.0
tamil nadu,beans,5400.0
tamil nadu,ginger,6400.0
tamil nadu,coconut,4800.0
tamil nadu,carrot,2950.0
tamil nadu,ridge gourd,2900.0
tamil nadu,onion,3200.0
maharashtra,potato,700.0
maharashtra,cucumber,800.0
maharashtra,cabbage,400.0
tamil nadu,cauliflower,2500.0
tamil nadu,brinjal,2000.0
tamil nadu,bottle gourd,1500.0
tamil nadu,beans,5000.0
tamil nadu,coconut,5000.0
tamil nadu,ridge gourd,4000.0
tamil nadu,guava,5000.0
madhya pradesh,urad,8650.0
madhya pradesh,garlic,4100.0
madhya pradesh,wheat,2175.0
tamil nadu,banana,4750.0
tamil nadu,onion,2400.0
tamil nadu,brinjal,1750.0
tamil nadu,pumpkin,1300.0
tamil nadu,beans,7750.0
tamil nadu,ginger,7750.0
tamil nadu,cabbage,2500.0
tamil nadu,maize,3250.0
tamil nadu,carrot,4000.0
tamil nadu,ridge gourd,4000.0
tamil nadu,lemon,8000.0
tamil nadu,banana,5250.0
tamil nadu,onion,2650.0
tamil nadu,coconut,5250.0
tamil nadu,beans,6750.0
tamil nadu,ginger,7250.0
tamil nadu,turnip,2750.0
tamil nadu,brinjal,1700.0
tamil nadu,turnip,2900.0
tamil nadu,green peas,5500.0
tamil nadu,pumpkin,1750.0
tamil nadu,beans,5500.0
tamil nadu,ginger,7500.0
tamil nadu,ridge gourd,4750.0
tamil nadu,drumstick,3750.0
himachal pradesh,onion,2000.0
himachal pradesh,tomato,2100.0
himachal pradesh,potato,1000.0
himachal pradesh,bottle gourd,3400.0
himachal pradesh,coriander leaves,3800.0
uttarakhand,potato,1200.0
haryana,cauliflower,1100.0
haryana,peas,1350.0
kerala,bitter gourd,4600.0
kerala,carrot,7600.0
kerala,drumstick,8200.0
kerala,tomato,2100.0
kerala,onion,2300.0
kerala,bitter gourd,5000.0
kerala,cucumber,2100.0
uttarakhand,rice,2000.0
uttarakhand,brinjal,650.0
uttarakhand,onion,3000.0
uttarakhand,potato,1000.0
gujarat,cotton,7400.0
west bengal,onion,1800.0
tamil nadu,banana,4750.0
tamil nadu,onion,2500.0
tamil nadu,cabbage,2400.0
tamil nadu,cucumber,3900.0
tamil nadu,drumstick,3400.0
tamil nadu,mint,4750.0
tamil nadu,cauliflower,2750.0
tamil nadu,brinjal,2250.0
tamil nadu,tomato,1300.0
tamil nadu,bottle gourd,1750.0
tamil nadu,banana,5000.0
tamil nadu,coriander leaves,3000.0
tamil nadu,papaya,3650.0
tamil nadu,bitter gourd,3000.0
tamil nadu,cabbage,1500.0
tamil nadu,beetroot,2200.0
tamil nadu,raddish,1500.0
tamil nadu,guava,3750.0
tamil nadu,green chilli,5000.0
tamil nadu,ginger,8000.0
tamil nadu,cabbage,2500.0
tamil nadu,ridge gourd,3000.0
tamil nadu,guava,3250.0
tamil nadu,tomato,2000.0
tamil nadu,raddish,3500.0
tamil nadu,banana,7750.0
tamil nadu,sapota,3750.0
tamil nadu,papaya,2750.0
tamil nadu,green chilli,5750.0
tamil nadu,carrot,4750.0
tamil nadu,cabbage,2750.0
tamil nadu,beetroot,3750.0
tamil nadu,cucumber,3750.0
tamil nadu,ridge gourd,3500.0
tamil nadu,onion,3200.0
tamil nadu,coriander leaves,5750.0
tamil nadu,bottle gourd,750.0
tamil nadu,snakeguard,2250.0
tamil nadu,cucumber,7000.0
tamil nadu,drumstick,2750.0
maharashtra,sweet line,1400.0
maharashtra,potato,800.0
maharashtra,bitter gourd,2000.0
maharashtra,capsicum,2200.0
maharashtra,drumstick,1850.0
maharashtra,tomato,800.0
maharashtra,coriander leaves,2500.0
maharashtra,orange,6000.0
maharashtra,beetroot,2500.0
maharashtra,carrot,3000.0
maharashtra,guar,7500.0
maharashtra,bitter gourd,3500.0
maharashtra,capsicum,4000.0
maharashtra,peas,3750.0
maharashtra,onion,900.0
uttar pradesh,banana,2200.0
tripura,brinjal,2700.0
tripura,cabbage,1300.0
west bengal,green chilli,5500.0
west bengal,papaya,1800.0
west bengal,cabbage,2100.0
west bengal,cabbage,2100.0
west bengal,potato,1600.0
west bengal,tomato,2100.0
tamil nadu,cauliflower,3200.0
tamil nadu,brinjal,3800.0
tamil nadu,coriander leaves,5700.0
tamil nadu,coconut,5100.0
tamil nadu,drumstick,3000.0
tamil nadu,onion,3100.0
tamil nadu,mint,3800.0
tamil nadu,onion,2500.0
tamil nadu,brinjal,3500.0
tamil nadu,bottle gourd,1350.0
tamil nadu,green chilli,2250.0
tamil nadu,coconut,3500.0
tamil nadu,potato,4000.0
tamil nadu,coriander leaves,3750.0
tamil nadu,green chilli,4750.0
tamil nadu,carrot,5000.0
tamil nadu,potato,3250.0
tamil nadu,tomato,1500.0
tamil nadu,pumpkin,2350.0
tamil nadu,coconut,4750.0
tamil nadu,banana,3000.0
tamil nadu,banana,3250.0
tamil nadu,coconut,4750.0
tamil nadu,cabbage,1750.0
tamil nadu,guava,4750.0
tamil nadu,mint,4250.0
tamil nadu,grapes,5750.0
tamil nadu,onion,2500.0
tamil nadu,papaya,2750.0
tamil nadu,banana,2250.0
tamil nadu,beans,6000.0
tamil nadu,coconut,5750.0
tamil nadu,cabbage,2650.0
tamil nadu,beetroot,5000.0
tamil nadu,capsicum,6000.0
tamil nadu,bitter gourd,4250.0
tamil nadu,pumpkin,1650.0
tamil nadu,cucumber,5000.0
tamil nadu,potato,2500.0
tamil nadu,coriander leaves,3000.0
tamil nadu,sweet line,6000.0
tamil nadu,green chilli,4500.0
tamil nadu,cabbage,2000.0
tamil nadu,lemon,8000.0
tamil nadu,potato,3300.0
tamil nadu,cauliflower,3600.0
tamil nadu,brinjal,3000.0
tamil nadu,carrot,4200.0
tamil nadu,pumpkin,2000.0
tamil nadu,cabbage,2800.0
tamil nadu,capsicum,5800.0
tamil nadu,drumstick,4000.0
tamil nadu,maize,3800.0
tamil nadu,brinjal,3500.0
tamil nadu,banana,3000.0
madhya pradesh,chickpea,7700.0
madhya pradesh,gram,5000.0
madhya pradesh,wheat,2100.0
madhya pradesh,cotton,7000.0
madhya pradesh,cotton,7200.0
madhya pradesh,maize,1450.0
madhya pradesh,chickpea,7500.0
madhya pradesh,wheat,2501.0
madhya pradesh,wheat,2290.0
madhya pradesh,wheat,2206.0
madhya pradesh,mustard,6300.0
madhya pradesh,soybean,4995.0
madhya pradesh,wheat,2150.0
madhya pradesh,wheat,2250.0
gujarat,potato,1200.0
gujarat,brinjal,2000.0
gujarat,capsicum,3750.0
gujarat,sapota,1125.0
gujarat,brinjal,1350.0
gujarat,papaya,1000.0
karnataka,tur,7854.0
telangana,peas,4750.0
telangana,green chilli,1400.0
telangana,tomato,550.0
telangana,water melon,1000.0
kerala,banana,3800.0
west bengal,tomato,700.0
haryana,onion,800.0
kerala,bitter gourd,6500.0
kerala,banana,6000.0
tamil nadu,onion,2250.0
tamil nadu,potato,3300.0
tamil nadu,coriander leaves,4500.0
tamil nadu,coconut,4500.0
tamil nadu,carrot,2750.0
tamil nadu,cucumber,2750.0
tamil nadu,brinjal,3000.0
tamil nadu,raddish,2400.0
uttarakhand,onion,1400.0
uttarakhand,cucumber,1800.0
uttarakhand,banana,1200.0
haryana,grapes,8000.0
rajasthan,tomato,1100.0
punjab,bottle gourd,2000.0
punjab,cabbage,800.0
punjab,raddish,784.0
west bengal,green chilli,5200.0
tamil nadu,banana,2850.0
tamil nadu,onion,1950.0
tamil nadu,papaya,3300.0
tamil nadu,tomato,2200.0
tamil nadu,green chilli,3900.0
tamil nadu,coconut,5000.0
tamil nadu,cucumber,2300.0
tamil nadu,ridge gourd,4300.0
haryana,onion,2000.0
haryana,carrot,1400.0
haryana,cucumber,1800.0
haryana,bottle gourd,1500.0
uttar pradesh,pumpkin,1200.0
uttar pradesh,raddish,1600.0
haryana,water melon,2400.0
haryana,tomato,1800.0
haryana,pumpkin,1800.0
haryana,cabbage,400.0
haryana,potato,1100.0
haryana,onion,1500.0
tamil nadu,cauliflower,3750.0
tamil nadu,coriander leaves,5250.0
tamil nadu,bottle gourd,2250.0
tamil nadu,cabbage,1750.0
tamil nadu,capsicum,5600.0
tamil nadu,guava,6250.0
tamil nadu,mint,3750.0
tamil nadu,maize,4250.0
kerala,onion,3200.0
kerala,banana,3200.0
kerala,ginger,7000.0
kerala,drumstick,4200.0
kerala,snakeguard,4500.0
kerala,banana,2400.0
kerala,bottle gourd,1300.0
kerala,carrot,4000.0
kerala,capsicum,6000.0
kerala,banana,3000.0
kerala,carrot,5200.0
kerala,onion,4700.0
kerala,beetroot,5000.0
tripura,cauliflower,3000.0
tripura,cabbage,1000.0
himachal pradesh,tomato,2300.0
tamil nadu,tomato,1500.0
tamil nadu,bottle gourd,1500.0
tamil nadu,ginger,6650.0
tamil nadu,capsicum,5300.0
tamil nadu,mint,3750.0
tamil nadu,brinjal,4250.0
tamil nadu,bottle gourd,1300.0
tamil nadu,pumpkin,2650.0
tamil nadu,beans,7250.0
tamil nadu,cabbage,2000.0
tamil nadu,drumstick,4250.0
tamil nadu,guava,5250.0
tamil nadu,onion,2250.0
haryana,potato,500.0
haryana,garlic,8000.0
haryana,carrot,1500.0
tamil nadu,bottle gourd,2000.0
tamil nadu,coconut,4000.0
odisha,cabbage,2000.0
odisha,pumpkin,1500.0
odisha,snakeguard,4200.0
tamil nadu,banana,3750.0
tamil nadu,onion,2650.0
tamil nadu,potato,2800.0
tamil nadu,cauliflower,2800.0
tamil nadu,brinjal,4750.0
tamil nadu,papaya,2800.0
tamil nadu,snakeguard,4750.0
tamil nadu,papaya,3500.0
tamil nadu,bottle gourd,1750.0
tamil nadu,green chilli,3250.0
tamil nadu,guava,5500.0
tamil nadu,onion,3000.0
tamil nadu,banana,5600.0
tamil nadu,green chilli,4200.0
tamil nadu,carrot,5000.0
tamil nadu,mint,3800.0
tamil nadu,brinjal,3400.0
tamil nadu,coconut,4750.0
tamil nadu,snakeguard,3400.0
tamil nadu,banana,6750.0
tamil nadu,cauliflower,3200.0
tamil nadu,coriander leaves,5250.0
tamil nadu,sapota,3750.0
tamil nadu,papaya,3400.0
tamil nadu,pumpkin,2000.0
tamil nadu,coconut,5000.0
tamil nadu,onion,3000.0
tamil nadu,mint,3250.0
tamil nadu,brinjal,3850.0
tamil nadu,beans,7750.0
tamil nadu,raddish,2650.0
tamil nadu,turnip,3750.0
tamil nadu,onion,2300.0
tamil nadu,beans,8250.0
tamil nadu,mint,3750.0
uttar pradesh,wheat,2586.0
tamil nadu,pumpkin,1800.0
tamil nadu,sweet potato,2600.0
tamil nadu,cabbage,1800.0
tamil nadu,snakeguard,2250.0
tamil nadu,drumstick,2200.0
tamil nadu,mango,5500.0
tamil nadu,mint,3250.0
chandigarh,ginger,4500.0
chandigarh,cucumber,2000.0
tamil nadu,coriander leaves,5750.0
tamil nadu,tomato,1750.0
tamil nadu,coconut,5250.0
tamil nadu,carrot,5750.0
tamil nadu,raddish,1750.0
tamil nadu,onion,3250.0
tamil nadu,maize,3750.0
tamil nadu,banana,7500.0
tamil nadu,brinjal,3250.0
tamil nadu,papaya,3750.0
tamil nadu,cucumber,3250.0
tamil nadu,mango,4250.0
tamil nadu,coriander leaves,2500.0
tamil nadu,groundnut,6500.0
tamil nadu,banana,3000.0
tamil nadu,sweet potato,3000.0
tamil nadu,carrot,3000.0
tamil nadu,drumstick,4000.0
tamil nadu,mango,5000.0
tamil nadu,brinjal,2750.0
tamil nadu,lemon,8000.0
tamil nadu,onion,3500.0
tamil nadu,pumpkin,2000.0
tamil nadu,carrot,4000.0
tamil nadu,onion,3500.0
tamil nadu,mint,4000.0
tamil nadu,potato,3500.0
tamil nadu,bottle gourd,2000.0
tamil nadu,coconut,6000.0
tamil nadu,carrot,4000.0
tamil nadu,ridge gourd,5000.0
tamil nadu,raddish,2000.0
tamil nadu,banana,8000.0
tamil nadu,potato,2500.0
tamil nadu,tomato,2000.0
tamil nadu,bitter gourd,4000.0
tamil nadu,sweet potato,2750.0
tamil nadu,carrot,3000.0
tamil nadu,beetroot,2500.0
tamil nadu,onion,3250.0
tamil nadu,mint,3000.0
tamil nadu,brinjal,950.0
tamil nadu,coriander leaves,7750.0
tamil nadu,papaya,3300.0
tamil nadu,water melon,1900.0
tamil nadu,groundnut,6600.0
tamil nadu,pumpkin,950.0
tamil nadu,coconut,6600.0
tamil nadu,sweet potato,1150.0
tamil nadu,cucumber,3700.0
tamil nadu,onion,2900.0
tamil nadu,potato,2900.0
tamil nadu,sweet potato,2900.0
tamil nadu,carrot,3900.0
tamil nadu,beetroot,3400.0
tamil nadu,ridge gourd,3900.0
tamil nadu,drumstick,3900.0
tamil nadu,tomato,1550.0
tamil nadu,banana,2250.0
tamil nadu,coconut,6250.0
tamil nadu,guava,4750.0
tamil nadu,banana,2750.0
tamil nadu,tomato,1400.0
tamil nadu,bitter gourd,2500.0
tamil nadu,coconut,6500.0
tamil nadu,carrot,3400.0
tamil nadu,cabbage,2200.0
tamil nadu,raddish,1000.0
tamil nadu,onion,3300.0
tamil nadu,cauliflower,4500.0
tamil nadu,papaya,3500.0
tamil nadu,bitter gourd,4500.0
tamil nadu,banana,1750.0
tamil nadu,beans,8500.0
tamil nadu,guava,3500.0
tamil nadu,onion,3800.0
tamil nadu,onion,3300.0
tamil nadu,potato,3800.0
tamil nadu,bitter gourd,3800.0
tamil nadu,sweet potato,4500.0
tamil nadu,carrot,5500.0
tamil nadu,ridge gourd,4700.0
tamil nadu,raddish,3500.0
tamil nadu,lemon,7000.0
tamil nadu,sapota,3250.0
tamil nadu,papaya,2400.0
tamil nadu,green chilli,3600.0
tamil nadu,coconut,4200.0
tamil nadu,onion,2250.0
tamil nadu,cauliflower,3750.0
tamil nadu,tomato,1900.0
tamil nadu,carrot,4900.0
tamil nadu,cabbage,1300.0
tamil nadu,raddish,2500.0
tamil nadu,maize,4350.0
tamil nadu,cauliflower,1750.0
tamil nadu,ginger,6250.0
tamil nadu,ridge gourd,3000.0
tamil nadu,water melon,1500.0
tamil nadu,bitter gourd,2500.0
tamil nadu,pumpkin,1750.0
tamil nadu,sweet potato,3500.0
tamil nadu,raddish,2750.0
tamil nadu,cabbage,1750.0
tamil nadu,lemon,7750.0
tamil nadu,coriander leaves,5000.0
tamil nadu,bottle gourd,2500.0
tamil nadu,cabbage,2250.0
tamil nadu,snakeguard,3000.0
tamil nadu,ridge gourd,4000.0
tamil nadu,onion,3100.0
tamil nadu,sapota,4750.0
tamil nadu,coconut,6250.0
tamil nadu,carrot,3800.0
tamil nadu,snakeguard,2200.0
tamil nadu,raddish,2200.0
tamil nadu,drumstick,2750.0
tamil nadu,guava,4500.0
tamil nadu,onion,3250.0
tamil nadu,bitter gourd,3250.0
tamil nadu,green chilli,3700.0
tamil nadu,onion,3250.0
tamil nadu,mint,3700.0
tamil nadu,banana,4750.0
tamil nadu,sweet potato,3250.0
tamil nadu,ridge gourd,3750.0
tamil nadu,raddish,1900.0
tamil nadu,onion,3250.0
tamil nadu,drumstick,2750.0
tamil nadu,onion,3250.0
tamil nadu,orange,7500.0
tamil nadu,green peas,7500.0
tamil nadu,water melon,2750.0
tamil nadu,tomato,2250.0
tamil nadu,pumpkin,1750.0
tamil nadu,banana,4500.0
tamil nadu,ginger,6500.0
tamil nadu,cucumber,1750.0
tamil nadu,ridge gourd,3500.0
tamil nadu,mint,2750.0
tamil nadu,potato,2200.0
tamil nadu,bottle gourd,900.0
tamil nadu,coconut,5750.0
tamil nadu,capsicum,5250.0
tamil nadu,maize,2750.0
tamil nadu,potato,2750.0
tamil nadu,snakeguard,2100.0
tamil nadu,beetroot,2250.0
tamil nadu,raddish,2250.0
tamil nadu,onion,4250.0
tamil nadu,onion,2250.0
tamil nadu,banana,3500.0
tamil nadu,ginger,6500.0
tamil nadu,cabbage,750.0
tamil nadu,mint,2500.0
tamil nadu,onion,2750.0
tamil nadu,coriander leaves,4250.0
tamil nadu,groundnut,5500.0
tamil nadu,pumpkin,1650.0
tamil nadu,carrot,3300.0
tamil nadu,snakeguard,3300.0
tamil nadu,maize,3000.0
tamil nadu,banana,4500.0
tamil nadu,pineapple,6500.0
tamil nadu,sweet line,7500.0
tamil nadu,pumpkin,1650.0
tamil nadu,sweet potato,3300.0
tamil nadu,mango,4750.0
tamil nadu,coriander leaves,4250.0
tamil nadu,bitter gourd,3300.0
tamil nadu,green chilli,3300.0
tamil nadu,ginger,8500.0
tamil nadu,beetroot,3300.0
tamil nadu,ridge gourd,4250.0
tamil nadu,sapota,4500.0
tamil nadu,bitter gourd,3500.0
tamil nadu,coconut,5600.0
tamil nadu,raddish,2250.0
tamil nadu,sapota,4500.0
tamil nadu,ridge gourd,4350.0
tamil nadu,onion,3900.0
tamil nadu,sweet line,7500.0
tamil nadu,bottle gourd,2600.0
tamil nadu,coconut,5600.0
tamil nadu,snakeguard,3300.0
tamil nadu,ridge gourd,4350.0
tamil nadu,capsicum,5500.0
tamil nadu,guava,7500.0
tamil nadu,banana,6750.0
tamil nadu,brinjal,5000.0
tamil nadu,coriander leaves,4000.0
tamil nadu,sapota,4500.0
tamil nadu,green chilli,6250.0
tamil nadu,coconut,5750.0
tamil nadu,sweet potato,6400.0
tamil nadu,carrot,6250.0
tamil nadu,drumstick,5750.0
tamil nadu,brinjal,2750.0
tamil nadu,sapota,3500.0
tamil nadu,banana,2250.0
tamil nadu,carrot,5300.0
tamil nadu,cucumber,6750.0
tamil nadu,mango,4750.0
tamil nadu,onion,2600.0
tamil nadu,pumpkin,1700.0
tamil nadu,banana,2900.0
tamil nadu,potato,2750.0
tamil nadu,cauliflower,2750.0
tamil nadu,pumpkin,1600.0
tamil nadu,beans,6500.0
tamil nadu,beetroot,4250.0
tamil nadu,onion,3000.0
tamil nadu,mint,4250.0
tamil nadu,potato,2700.0
tamil nadu,banana,2600.0
tamil nadu,ridge gourd,5700.0
tamil nadu,mango,5500.0
tamil nadu,guava,5500.0
tamil nadu,cauliflower,3250.0
tamil nadu,green peas,6750.0
tamil nadu,tomato,2200.0
tamil nadu,pumpkin,1650.0
tamil nadu,ginger,7250.0
tamil nadu,ridge gourd,4250.0
tamil nadu,mango,5750.0
tamil nadu,guava,7500.0
tamil nadu,turnip,2250.0
tamil nadu,potato,2700.0
tamil nadu,cauliflower,3500.0
tamil nadu,coriander leaves,3000.0
tamil nadu,green peas,7300.0
tamil nadu,bitter gourd,4000.0
tamil nadu,banana,3500.0
tamil nadu,beans,7300.0
tamil nadu,sweet potato,2750.0
tamil nadu,banana,4500.0
tamil nadu,tomato,1750.0
tamil nadu,bitter gourd,2750.0
tamil nadu,cabbage,1750.0
tamil nadu,snakeguard,2250.0
tamil nadu,raddish,1750.0
tamil nadu,onion,4250.0
tamil nadu,banana,3250.0
tamil nadu,banana,4750.0
tamil nadu,raddish,2250.0
tamil nadu,tomato,1750.0
tamil nadu,bitter gourd,2750.0
tamil nadu,coriander leaves,5500.0
tamil nadu,pumpkin,1400.0
tamil nadu,banana,2750.0
tamil nadu,coconut,3650.0
tamil nadu,ridge gourd,3250.0
tamil nadu,tomato,2100.0
tamil nadu,beans,6750.0
tamil nadu,snakeguard,4250.0
tamil nadu,mint,5900.0
tamil nadu,tomato,2250.0
tamil nadu,beans,8250.0
tamil nadu,capsicum,6750.0
tamil nadu,drumstick,3500.0
tamil nadu,guava,5500.0
tamil nadu,onion,2750.0
tamil nadu,brinjal,2300.0
tamil nadu,beans,8000.0
tamil nadu,coconut,5250.0
tamil nadu,sweet potato,3750.0
tamil nadu,carrot,5750.0
tamil nadu,snakeguard,2900.0
tamil nadu,raddish,2200.0
tamil nadu,onion,4500.0
tamil nadu,potato,2750.0
tamil nadu,brinjal,2250.0
tamil nadu,water melon,1800.0
tamil nadu,tomato,1400.0
tamil nadu,bottle gourd,1750.0
tamil nadu,beetroot,4750.0
tamil nadu,capsicum,6250.0
tamil nadu,onion,3000.0
tamil nadu,banana,7000.0
tamil nadu,brinjal,3000.0
tamil nadu,green chilli,4100.0
tamil nadu,carrot,5750.0
tamil nadu,cauliflower,2750.0
tamil nadu,bitter gourd,3700.0
tamil nadu,groundnut,6750.0
tamil nadu,bottle gourd,1900.0
tamil nadu,banana,1500.0
tamil nadu,ginger,7800.0
tamil nadu,beetroot,5900.0
tamil nadu,ridge gourd,3250.0
tamil nadu,onion,1900.0
tamil nadu,onion,2800.0
tamil nadu,coriander leaves,1700.0
tamil nadu,bitter gourd,3750.0
tamil nadu,green chilli,4200.0
tamil nadu,beans,8250.0
tamil nadu,beetroot,4750.0
tamil nadu,ridge gourd,3750.0
tamil nadu,capsicum,6750.0
tamil nadu,onion,2800.0
tamil nadu,coriander leaves,2250.0
tamil nadu,groundnut,6250.0
tamil nadu,bottle gourd,1250.0
tamil nadu,pumpkin,1900.0
tamil nadu,snakeguard,2650.0
tamil nadu,beetroot,2800.0
tamil nadu,drumstick,3750.0
tamil nadu,onion,3200.0
tamil nadu,cauliflower,2500.0
tamil nadu,green chilli,4250.0
tamil nadu,coconut,4500.0
tamil nadu,carrot,5500.0
tamil nadu,raddish,2000.0
tamil nadu,mint,2750.0
tamil nadu,cauliflower,2400.0
tamil nadu,coriander leaves,4400.0
tamil nadu,ginger,8700.0
tamil nadu,carrot,3500.0
tamil nadu,coriander leaves,4750.0
tamil nadu,sapota,4700.0
